Gene_name	Comment	Keyword
N6AMT1	Mainly localized to the centrosome. In addition localized to the nucleoplasm.,centrosome,centrosome,centrosome,centrosome	Centrosome
NAA11	Cells in seminiferous ducts showed strong immunoreactivity while heart, skeletal muscle and subsets of cells in squamous epithelia displayed moderate cytoplasmic positivity. Ciliated cells showed membranous positivity. Remaining normal tissues were in general negative.<br>Mainly localized to the nucleoplasm. In addition localized to the cytosol, the Golgi apparatus & centrosome.,centrosome,centrosome,centrosome<br>Cells in seminiferous ducts showed strong immunoreactivity while heart, skeletal muscle and subsets of cells in squamous epithelia displayed moderate cytoplasmic positivity. Ciliated cells showed membranous positivity. Remaining normal tissues were in general negative.<br>Mainly localized to the nucleoplasm. In addition localized to the cytosol, the Golgi apparatus & centrosome.,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
NAE1	Mainly localized to the nucleoplasm. In addition localized to the centrosome & microtubules.,centrosome,centrosome	Centrosome
NAGPA	Most normal tissues displayed moderate cytoplasmic positivity. Renal tubules and epithelial cells showed strong positivity. Cilia in respiratory epithelia and fallopian tube showed distinct positivity. Cells in CNS, bile duct cells, renal glomeruli, trophoblastic cells and prostate were weakly stained or negative.	Cilia
NALCN	Moderate cytoplasmic positivity was observed in several tissues including the intestinal tract, seminiferous ducts, and squamous and respiratory epithelia. Neuropil and cilia in the respiratory epithelia and fallopian tubes were distinctly stained. Remaining normal tissues were in general weakly stained or negative.	Cilia
NAPRT	Weak to moderate cytoplasmic and/or nuclear positivity was observed in most normal tissues. Stomach, duodenum, adrenal gland and renal tubules were strongly stained. Cilia in bronchus and fallopian tube were distinctly stained. Neuronal and glial cells along with muscle tissues and lymph tissues were mainly negative.	Cilia
NBPF1	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF10	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF11	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF12	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF14	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF15	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF19	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF20	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF26	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF3	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NBPF9	Smooth muscle cells and mature spermatids in seminiferus ducts showed strong cytoplasmic positivity. Follicle cells, heart and skeletal myocytes were moderately stained. Cilia in respiratory epithelia displayed moderate positivity. Urothelium and cells in epididymis exhibited weak nuclear immunoreactivity. Other normal tissues were in general negative.	Cilia
NCAPD2	Normal tissues showed moderate to strong cytoplasmic and/or nuclear staining. Cilia of respiratory epithelia and fallopian tubes were distinctly stained. Lung alveolar cells, hepatocytes, pancreas, parathyroid, cells in glomeruli, smooth muscle and cells in the CNS were weakly stained or negative.	Cilia
NCS1	Strong cytoplasmic positivity was observed in neuronal cells and peripheral nerves. Ciliated cells in respiratory epithelia and fallopian tube showed strong membranous staining. Most of the remaining normal tissues showed weak to moderate cytoplasmic staining.	Cilia
NDC80	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
NECAB1	Cells of the CNS showed strong cytoplasmic and nuclear staining while kidney glomeruli and cilia of respiratory epithelia and fallopian tube displayed moderate cytoplasmic and membranous positivity. Remaining tissues were weakly stained or negative.	Cilia
NECAP1	The adrenal gland displayed strong cytoplasmic staining. Renal tubules, colon, fibroblasts, smooth muscle and skeletal muscle were moderately positive. Additional membranous staining was observed in ciliated cells. Plasma showed moderate positivity. Remaining normal tissues were weakly stained or negative.	Cilia
NEDD1	Mainly localized to the nucleoplasm & centrosome. In addition localized to the plasma membrane.,centrosome,centrosome,centrosome	Centrosome
NEFH	Cilia in respiratory epithelium of bronchus and fallopian tube showed moderate positivity. Ovarian follicle cells and peripheral nerves displayed moderate to strong cytoplasmic positivity. Purkinje cells, neuropil, trophoblastic cells and a subset of cells in prostate exhibited moderate staining. Remaining normal tissues were weakly stained or negative.	Cilia
NEK2	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
NEK5	Expression in cilia in fallopian tube and cells in seminiferous ducts of testis.,Moderate cytoplasmic and membranous positivity was observed in respiratory epithelia, intercalated discs and ciliated epithelia of some glands in fallopian tubes. Rare testicular cells displayed moderate nuclear pattern. Strong staining in a set of glial cells in brain.	Cilia
NET1	Muscle exhibited strong cytoplasmic immunoreactivity. Gastric parietal cells, ovarian follicular cells, trophoblasts, a subset of renal tubules and the neuropil showed moderate cytoplasmic positivity. Ciliated cells displayed positivity in luminal membranes. Remaining normal tissues were generally negative.	Cilia
NFE2L2	centrosome	Centrosome
NFKBIB	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome	Centrosome
NGB	Moderate to strong cytoplasmic positivity was displayed in cells of CNS, cells in seminiferus ducts of testis, peripheral nerve and skeletal myocytes.  Ciliated cells of respiratory epithelia and fallopian tube were moderately stained. Glial cells showed strong nuclear staining. Remaining normal tissues were weakly stained or mostly negative.	Cilia
NIN	Mainly localized to the centrosome. In addition localized to the nucleoli.,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
NIPAL2	Weak to moderate cytoplasmic and nuclear positivity was observed in most normal tissues. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Hepatocytes, renal tubules, trophoblastic cells, Leydig cells and muscle tissues were strongly stained.	Cilia
NIT2	Mainly localized to the cytosol. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
NLRC5	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
NME5	Mainly cytoplasmic expression in ciliated tissues.,Cilia of respiratory epithelia and fallopian tube were strongly stained. Alveolar macrophages, renal tubules, Leydig cells and seminal vesicle showed weak to moderate cytoplasmic staining. Remaining normal tissues were negative.	Cilia
NME9	Selective expression in cilia.,Cilia in respiratory epithelium and fallopian tube exhibited distinct positivity. Cardiac myocytes, smooth muscle and thyroid along with a subset of hematopoietic cells displayed moderate immunoreactivity. Subset of cells in the adrenal showed strong cytoplasmic staining. Remaining normal tissues were weakly stained or negative.,Cilia in the respiratory epithelia, fallopian tubes and epididymis were distinctly stained. Seminiferus ducts and uterine glands showed moderate to strong membranous staining. Cardiac myocytes showed moderate cytoplasmic staining. Remaining normal tissues were negative.	Cilia
NODAL	Moderate cytoplasmic positivity was observed in most normal tissues. Cilia of respiratory epithelia and fallopian tube were distinctly stained. Squamous epithelia, cells in seminiferus ducts of testis and epididymis showed strong cytoplasmic staining. Additional strong membranous positivity was displayed in breast. Hematopoietic cells, mesenchymal cells, cells in CNS, liver, lung and lymphoid tissues were generally negative.	Cilia
NOTO	Ciliates cells in respiratory epithelium and fallopian tube showed strong immunoreactivity. Strong cytoplasmic staining were showed in myoepithelial cells. Moderate cytoplasmic positivity was observed in prostate gland as well as in subsets of cells in spleen and bone marrow. Squamous epithelium of esophagus and oral tissues displayed distinct nuclear and cytoplasmic positivity. Remaining normal tissues were negative.	Cilia
NPFFR1	Most normal tissues showed weak to moderate cytoplasmic and nuclear positivity. Distinct immunoreactivity was seen in ciliated cells of epididymis and bronchus. Lung, liver, adipocytes and spleen were negative.	Cilia
NPHP4	Cytoplasmic expression in ciliated cells.,Cilia of respiratory tract, fallopian tube and uterine glands were distinctly stained.  Cells in kidney tubules, cardiomyocytes and a subset of neuronal cells in cerebral cortex displayed moderate cytoplasmic immunoreactivity. Salivary gland showed additional nuclear positivity. Rest of the normal tissues were mostly negative.	Cilia
NPTX2	Mainly localized to the Golgi apparatus & actin filaments. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
NR6A1	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome	Centrosome
NSD2	Moderate nuclear positivity was observed in most normal tissues. Cytoplasmic staining was observed in a few cases. Cilia in respiratory epithelia and fallopian tube showed additional staining. Gastrointestinal glands, esophagus, adrenal gland, neuronal cells, germinal center cells, hematopoietic cells and heart myocytes were strongly stained.	Cilia
NUDT1	Normal tissues showed weak to moderate cytoplasmic staining. Stomach, duodenum, renal tubules and parathyroid showed strong positivity. Colon and rectum displayed additional strong membranous immunoreactivity. Cilia in respiratory epithelia and fallopian tube were strongly stained. Purkinje cells, hepatocytes, decidual cells and smooth muscle were negative.	Cilia
NUDT10	Strong staining was observed in luminal membranes of ciliated cells in fallopian tube and respiratory epithelia. Most other normal cell types showed weak to moderate cytoplasmic and in several cases additional nuclear positivity.	Cilia
NUDT11	Strong staining was observed in luminal membranes of ciliated cells in fallopian tube and respiratory epithelia. Most other normal cell types showed weak to moderate cytoplasmic and in several cases additional nuclear positivity.	Cilia
NUDT17	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
NUDT4	Strong staining was observed in luminal membranes of ciliated cells in fallopian tube and respiratory epithelia. Most other normal cell types showed weak to moderate cytoplasmic and in several cases additional nuclear positivity.	Cilia
NUDT4B	Strong staining was observed in luminal membranes of ciliated cells in fallopian tube and respiratory epithelia. Most other normal cell types showed weak to moderate cytoplasmic and in several cases additional nuclear positivity.	Cilia
NUDT5	Mainly localized to vesicles. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
NUP107	Mainly localized to the nucleoplasm. In addition localized to the nuclear membrane & centrosome.,centrosome,centrosome,centrosome	Centrosome
NWD2	Cilia in respiratory epithelium and fallopian tube showed strong staining. Urothelium exhibited strong cytoplasmic and membranous staining. Squamous epithelia, adrenal gland, placental trophoblasts, macrophages and Leydig cells displayed distinct cytoplasmic positivity. Remaining normal cells were generally negative.	Cilia
NYAP2	Normal tissues generally showed moderate to strong nuclear staining which in cases was combined with cytoplasmic positivity. Additional membranous staining was observed in ciliated cells.	Cilia
OAS2	Localized to the centrosome.,centrosome,centrosome	Centrosome
OBSL1	Mainly localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
ODF2	Cilia in fallopian tube, nasopharynx, bronchus and endometrium were strongly stained. Spermatides, especially spermatozoa in testis displayed strong and distinct cytoplasmic positivity. Remaining normal cells were negative.<br>Localized to the centrosome.,centrosome,centrosome,centrosome<br>Cilia in fallopian tube, nasopharynx, bronchus and endometrium were strongly stained. Spermatides, especially spermatozoa in testis displayed strong and distinct cytoplasmic positivity. Remaining normal cells were negative.<br>Localized to the centrosome.,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
ODF2L	Normal tissues showed moderate cytoplasmic and nucleolar immunoreactivity. The gall bladder showed strong staining in cytoplasm while the adrenal gland displayed strong cytoplasmic and nuclear immunoreactivity. Distinct positivity was observed in cilia. Renal tubules displayed strong luminal membranous immunoreactivity. Bile duct cells, glial cells and the lymphoid tissues were weakly stained or negative.	Cilia
ODF3	Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.<br>Cytoplasmic expression in sperm flagella.,Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.<br>Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.<br>Cytoplasmic expression in sperm flagella.,Strong staining was observed in sperm flagella in testis and epididymis and in cilia in fallopian tube, respiratory epithelium and endometrium. Moderate cytoplasmic and nuclear positivity was observed in glial cells. Remaining tissues were weakly stained or negative.	Cilia<br>Cilia<br>Flagella<br>Flagella
ODF3B	Expression in cilia in fallopian tube and respiratory epithelia.	Cilia
OLA1	centrosome,centrosome,centrosome	Centrosome
OR4N4	Localized to the centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome	Centrosome
OSGEPL1	Weak to moderate cytoplasmic positivity was seen in most normal tissues. Strongest staining was observed in respiratory epithelia, hepatocytes, renal tubules, cilia in fallopian tube and cells in seminiferous ducts of testis. Alveolar cells, bile ducts, renal glomeruli and skeletal muscle cells were generally negative.	Cilia
OVOL2	Subsets of cells in CNS showed moderate to strong nuclear and nuclear membranous positivity. Cells in seminiferus duct of testis and endometrial glands showed moderate nuclear positivity. Cilia in fallopian tubes and respiratory epithelia were moderately stained. Remaining normal tissues were generally negative.	Cilia
OXSR1	Normal tissues generally showed moderate cytoplasmic positivity. Ciliated cells in the fallopian tube, lymphoid tissues, basal cells in testis and prostate showed strong positivity. The CNS and muscle displayed faint positivity.	Cilia
P2RY2	Strong membranous positivity was observed in ciliated cells. Trophoblasts showed strong cytoplasmic and membranous staining. Non-keratinized squamous epithelia showed moderate positivity. Remaining normal tissues were mainly negative.	Cilia
PABPC1L2A	Strong staining was displayed in subsets of nerve fibers, ciliary rootlets and superficial layers of a few squamous epithelia. Distinct plasma positivity was observed in all tissues. Smooth muscle showed moderate cytoplasmic positivity. Most remaining tissues were negative.	Cilia
PABPC1L2B	Strong staining was displayed in subsets of nerve fibers, ciliary rootlets and superficial layers of a few squamous epithelia. Distinct plasma positivity was observed in all tissues. Smooth muscle showed moderate cytoplasmic positivity. Most remaining tissues were negative.	Cilia
PACRG	Distinct expression in cilia in fallopian tube and endometrium.,Membranous positivity of various intensity was observed in ciliated cells in fallopian tube, endometrium and nasopharynx. Moderate cytoplasmic staining was observed in a subset of cells in seminiferous ducts in testis.	Cilia
PAFAH1B1	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
PAOX	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
PAPPA2	A subset of trophoblastic cells showed strong cytoplasmic positivity whereas a subset of cells in seminiferus ducts were moderately stained. Cilia in bronchus and fallopian tubes displayed moderate immunoreactivity. Other normal tissues were negative.	Cilia
PATJ	centrosome	Centrosome
PCDH9	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
PCLAF	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
PCM1	Mainly localized to the centrosome. In addition localized to the nuclear membrane & cytosol.,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
PCNT	Mainly localized to the centrosome.,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome,centrosome	Centrosome
PCYT2	Mainly localized to the centrosome. In addition localized to the intermediate filaments.,centrosome,centrosome,centrosome,centrosome	Centrosome
PDILT	Moderate cytoplasmic and/or nuclear positivity was observed in testis, heart and skeletal myocytes. Luminal membranes in intestinal tract along with membranes of ciliated cells in respiratory epithelia and fallopian tube were moderately stained. Remaining normal tissues were in general weakly stained or negative.	Cilia
PDZD4	Ciliated cells in respiratory tract and seminal vesicle showed strong positivity. Trophoblastic cells, most male genitalia and cells in CNS showed moderate cytoplasmic immunoreactivity. Remaining normal cells were weakly stained or negative.	Cilia
PEAR1	Mainly localized to the nucleoplasm & cell junctions. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
PELI1	Most normal tissues displayed moderate cytoplasmic and/or nuclear positivity. Ciliated cells of respiratory epithelia and fallopian tube were strongly stained. Thyroid, keratinocytes, Leydig cells and molecular layer of cerebellum displayed strong nuclear immunoreactivity. Bile ducts, follicle cells and glial cells were negative.	Cilia
PELI2	Most normal tissues displayed moderate cytoplasmic and/or nuclear positivity. Ciliated cells of respiratory epithelia and fallopian tube were strongly stained. Thyroid, keratinocytes, Leydig cells and molecular layer of cerebellum displayed strong nuclear immunoreactivity. Bile ducts, follicle cells and glial cells were negative.	Cilia
PEX2	Most normal tissues displayed weak to moderate cytoplasmic positivity. Strong staining was observed in exocrine pancreas and in luminal membrane of trophoblasts. Cilia of respiratory epithelia and fallopian tube were distinctly stained.	Cilia
PGBD4	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
PGLS	centrosome	Centrosome
PHAX	centrosome	Centrosome
PHF20	Moderate to strong nuclear positivity was observed in squamous epithelium, gastrointestinal glands, exocrine pancreas, urothelium, adrenal cortex, chondrocytes and placenta. Additional cytoplasmic staining was displayed in few cases. Cilia in epididymis showed strong staining. Remaining normal tissues were weakly stained or negative.	Cilia
PHTF2	Normal cells generally displayed moderate to strong nuclear positivity. Cilia in the fallopian tube and airway epithelium were distinctly positive. Muscle and cells in the CNS were generally negative.	Cilia
PICK1	Most normal tissues displayed weak to moderate cytoplasmic staining. Strong cytoplasmic positivity was observed in spermatogonia in testis, parietal cell in stomach and subset of neuronal cells in CNS. Cilia in fallopian tube and respiratory epithelia were strongly stained.	Cilia
PIH1D3	Cytoplasmic expression in cells in seminiferous ducts and in ciliated cells in female tissues and respiratory tract.	Cilia
PIMREG	Exocrine pancreas showed strong cytoplasmic staining while Purkinje cells, cardiac myocytes, hepatocytes and stomach displayed moderate positivity. Cilia in respiratory epithelia and fallopian tube was distinctly stained. Prostate exhibited moderate membranous staining. Distal tubules in kidney showed strong cytoplasmic and membranous positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PINLYP	Subset of glandular cells in intestinal tract showed moderate to strong cytoplasmic positivity. Cilia in respiratory epithelial cells, fallopian tubes and uterus were distinctly stained. Other normal tissues were negative.	Cilia
PKDCC	Most normal tissues were negative. Membranous positivity was observed in ciliated cells of nasopharynx and fallopian tube. Moderate cytoplasmic staining was observed in pancreatic islets as well as subsets of cells in adrenal cortex and the thyroid gland.,Most normal tissues displayed weak to moderate cytoplasmic positivity. Adipocytes showed strong positivity. Ciliated cells, for example in airways and fallopian tube, displayed moderate staining in luminal membranes.	Cilia
PKN2	Mainly localized to the nucleoplasm & intermediate filaments. In addition localized to the nuclear bodies, plasma membrane, cytosol & centrosome.,centrosome,centrosome	Centrosome
PKNOX1	centrosome	Centrosome
PLAC8	Spleen, bone marrow poietic cells and lymphoid cells outside reaction center showed strong cytoplasmic immunoreactivity. Salivary gland, gall bladder, pancreatic islets, prostate and uterine glands displayed strong cytoplasmic positivity with a granular pattern. Distinct membranous staining sometimes with additional granular cytoplasmic positivity was observed in gastrointestinal tract. Cilia of fallopian tube and respiratory epithelia were strongly stained. Remaining normal tissues showed moderate granular staining in a fraction of cell or were negative.	Cilia
PLAG1	Mainly localized to the nucleoplasm & nuclear speckles. In addition localized to the cytosol & centrosome.,centrosome,centrosome	Centrosome
PLAUR	Ciliated cells of respiratory epithelia and fallopian tube were strongly stained. Moderate cytoplasmic positivity was exhibited in exocrine pancreas, peripheral nerve, ganglion cells, renal tubules and cells in granular layer of cerebellum. Subset of cells in seminiferus ducts of testis and megakaryocytes were strongly stained. Remaining normal tissues were negative.	Cilia
PLEKHG3	Mainly localized to the plasma membrane & cytosol. In addition localized to the nucleoplasm, centrosome & cytokinetic bridge.,centrosome,centrosome,centrosome,centrosome	Centrosome
PLEKHG6	Mainly localized to the cell junctions. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
PLEKHH1	Cilia in respiratory epithelia and fallopian tubes were distinctly stained. Renal tubules showed strong cytoplasmic positivity. Glandular cells in intestinal tract, glial cells and skeletal muscle show weak to moderate staining. Other normal tissues were negative.<br>Mainly localized to the centrosome.,centrosome,centrosome,centrosome<br>Cilia in respiratory epithelia and fallopian tubes were distinctly stained. Renal tubules showed strong cytoplasmic positivity. Glandular cells in intestinal tract, glial cells and skeletal muscle show weak to moderate staining. Other normal tissues were negative.<br>Mainly localized to the centrosome.,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
PLEKHS1	Mainly localized to the centrosome. In addition localized to vesicles.,centrosome,centrosome,centrosome,centrosome	Centrosome
PLK4	Localized to the cytosol & centrosome.,centrosome,centrosome	Centrosome
PLK5	Selective expression in cilia of fallopian tube and respiratory epithelia with membranous expression in seminiferous ducts.,Strong membranous and cytoplasmic staining of most ciliated cells. Cytoplasmic staining was also seen in spermatogonium cells of testis. Remaining tissues were weakly stained or negative.	Cilia
PLLP	Strong membranous staining was observed in stomach, renal tubules, gall bladder and endometrial glands. Ciliated cells, breast, ductal cells in salivary gland, pancreas and liver displayed moderate membranous positivity. The cytoplasm in a subset of glial cells and peripheral nerves showed strong staining. Neuropil displayed a strong positivity. Remaining normal cells were negative.	Cilia
PLVAP	Mainly localized to the cytosol. In addition localized to the plasma membrane & centrosome.,centrosome,centrosome	Centrosome
POFUT1	Localized to the centrosome.,centrosome,centrosome	Centrosome
POGZ	Moderate to strong nuclear staining in all normal tissues. Additional weak cytoplasmic staining in a few cases. Cilia in airway epithelium and fallopian tube showed strong positivity.	Cilia
POLR3H	Mainly localized to the nucleoplasm. In addition localized to the centrosome & vesicles.,centrosome,centrosome,centrosome	Centrosome
POP7	Strong cytoplasmic positivity was observed in smooth muscle cells. Cilia in the respiratory epithelia, fallopian tubes and epididymis were strongly stained. Gastrointestinal tract, adrenal gland, neuronal cells and skeletal muscle cells showed moderate staining. Remaining normal tissues were weakly stained or negative.	Cilia
PPIL6	Distinct expresion mainly in cilia of fallopian tube and respiratory epithelia.,Cilia in the respiratory epithelium and fallopian tubes were distinctly stained. Additional strong staining was observed in endothelial cells. Exocrine pancreas, endometrial glands and a subset of cells in seminferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were generally negative.,Strong ciliary positivity was observed in a subset of glandular cells in fallopian tube and respiratory epithelial cells. Remaining normal tissues were weakly stained or negative.	Cilia
PPP1R32	Distinct ciliary expression in testis, fallopian tube and respiratory epithelium.,Purkinje cells and subsets of cells in seminiferus ducts displayed strong cytoplasmic positivity. Cilia of respiratory epithelia and fallopian tube showed strong staining. Adrenal cortical cells were moderately stained. Remaining normal cells were weakly stained or negative.	Cilia
PPP2R1B	Mainly localized to the cytosol. In addition localized to the nucleoplasm, plasma membrane & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
PPP2R5D	Strong cytoplasmic positivity was observed in gallbladder, exocrine pancreas, gastrointestinal goblet cells and subsets of immune cells. Ciliated cells displayed strong membranous staining. Remaining normal tissues were generally negative.	Cilia
PPP4R3B	Mainly localized to the nucleoplasm & nuclear speckles. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
PRIM2	centrosome	Centrosome
PRKACG	Strong cytoplasmic positivity was observed in seminiferous ducts in testis. Moderate immunoreactivity in renal distal tubules, peripheral ganglia, adrenal gland and in cilia of fallopian tube and respiratory epithelia. Remaining normal tissues were weakly stained or negative.	Cilia
PRKAR2A	Moderate cytoplasmic and membranous positivity was observed in normal tissues. Cilia of fallopian tube and respiratory epithelia were strongly stained.	Cilia
PRKCD	Centrosome	Centrosome
PRKCI	Weak to moderate cytoplasmic staining was observed in several normal tissues. The gastric mucosa showed strong cytoplasmic positivity while epididymis and fallopian tube showed strong cilia staining. Liver, ovary, myocytes, cells in CNS and lymphoid tissue were generally negative.	Cilia
PROM1	Glandular cells generally displayed strong positivity in luminal membranes often combined with additional weak cytoplasmic staining. Cilia showed distinct immunoreactivity. Remaining normal cell types were in general negative.	Cilia
PROSER2	Cytoplasmic expression in most tissues with distinct expression in cilia rootlets and microvilli.	Cilia
PRRT1	Moderate to strong cytoplasmic and nuclear staining was displayed in neurons and processes in CNS. Additional moderate to strong membranous positivity was observed in ciliated cells in respiratory epithelium, fallopian tube and endometrium. Remaining normal cells were negative.	Cilia
PSD4	Most of the normal cells showed moderate to strong cytoplasmic positivity. Additional membranous staining was observed in ciliated cells and endometrial glands. The liver, myocytes, breast and placental decidual cells were weakly stained or negative.	Cilia
PSG1	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG11	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG3	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG4	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG5	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG6	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG7	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
PSG8	Moderate cytoplasmic positivity was observed in stomach, placental trophoblasts, Leydig cells, melanocytes and peripheral nerve. Endothelium and fibroblasts were strongly stained. Cilia and luminal membranes in colon showed distinct positivity. Remaining normal tissues were weakly stained or negative.	Cilia
