Human_gene_name,Gene_name,tree
MEP1B,nas-8,9
MEPCE,Y17G7B.18,17
MESD,bmy-1,9
MET,F11E6.8,16
MET,svh-2,1
METAP1,map-1,19
METAP2,F53B6.5,9
METAP2,map-2,1
METAP2,T27A8.3,9
METTL1,W02B12.10,17
METTL11B,homt-1,17
EEF1AKNMT,C01B10.8,19
EEF1AKNMT,F52F12.9,9
EEF1AKNMT,Y34B4A.7,15
METTL16,mett-10,11
METTL17,F32A7.4,9
METTL18,K01A11.2,11
METTL21A,C42C1.13,9
METTL26,Y26E6A.3,9
METTL2A,Y53F4B.42,11
METTL2B,Y53F4B.42,11
METTL4,C18A3.1,9
METTL5,C38D4.9,9
METTL6,ZK1058.5,11
METTL8,Y53F4B.42,11
METTL9,T03G11.6,11
MEX3A,mex-3,17
MEX3B,mex-3,17
MEX3C,mex-3,17
MEX3D,mex-3,17
MFAP1,mfap-1,1
MFN1,fzo-1,1
MFN2,fzo-1,1
MFRP,mig-13,9
MFRP,nas-39,9
MFSD10,F10D7.2,8
MFSD11,B0554.5,9
MFSD11,B0554.7,9
MFSD11,C08D8.1,9
MFSD11,C27C12.4,9
MFSD11,F31D5.1,9
MFSD11,F31D5.2,9
MFSD11,F36G9.3,9
MFSD11,M153.2,9
MFSD11,plep-1,9
MFSD11,Y11D7A.3,9
MFSD11,Y37A1A.2,18
MFSD11,Y39B6A.27,9
MFSD11,Y39B6A.29,9
MFSD11,Y39D8A.1,20
MFSD11,Y52E8A.6,9
MFSD11,ZK6.6,9
MFSD11,ZK6.8,18
MFSD12,F16H11.1,9
MFSD13A,C27H5.4,20
MFSD13A,F28B3.5,11
MFSD14A,T25D3.4,17
MFSD14B,T25D3.4,17
MFSD5,samt-1,8
MFSD6,R13A5.9,7
MFSD6L,R13A5.9,7
MFSD8,C25E10.4,9
MFSD8,C25E10.5,9
MFSD8,F14D7.6,20
MFSD8,F27D9.2,9
MFSD8,F52F10.2,18
MFSD8,F57A8.7,9
MFSD8,F58G11.4,9
MFSD8,srsx-34,9
MFSD8,T28C12.1,9
MFSD8,T28C12.2,9
MFSD8,W01B6.3,9
MFSD8,W03C9.6,9
MFSD8,W05E10.1,9
MFSD8,Y53G8AR.7,20
MFSD8,ZK550.2,20
MGA,tbx-31,9
MGA,tbx-42,9
MGAM,aagr-1,20
MGAM,aagr-2,20
MGAT1,gly-12,10
MGAT1,gly-13,14
MGAT1,gly-14,9
MGAT2,gly-20,1
MGAT5,gly-2,6
MGAT5B,gly-2,6
MGME1,C27H6.9,9
MGMT,agt-1,11
MGRN1,C11H1.3,1
MIB1,mib-1,9
MICU1,micu-1,1
MICU2,C56A3.6,10
MICU3,C56A3.6,10
MID1,madd-2,2
MID2,madd-2,2
MIER1,T07F8.4,9
MIER2,F10E7.11,9
MIF,mif-1,9
MIF,mif-3,9
MIF4GD,F44A2.5,9
MIGA1,K01D12.6,19
MIGA2,K01D12.6,19
MINDY1,Y55F3AM.9,19
MINDY2,Y55F3AM.9,19
MICOS10,F54A3.5,10
MIOS,F39C12.1,1
MIOX,C54E4.5,18
MIPEP,Y67H2A.7,17
MITD1,Y66D12A.10,9
MITF,hlh-30,1
MKNK1,mnk-1,1
MKNK2,mnk-1,1
MKRN2,Y55F3AM.6,19
MKRN2OS,W10D9.3,9
MKS1,mks-1,5
MLEC,F44E2.10,10
MLF1,Y17G7B.17,10
MLF2,Y17G7B.17,10
MLH1,mlh-1,17
MLLT10,zfp-1,1
MLST8,C10H11.8,11
MLX,mxl-2,17
MLXIP,mml-1,1
MLXIPL,mml-1,1
MLYCD,mlcd-1,11
MMAA,mmaa-1,1
MMAB,mmab-1,9
MMACHC,cblc-1,17
MMADHC,Y76A2B.5,1
MMD,Y71G12B.23,6
MMD2,Y71G12B.23,6
MME,nep-2,6
MMEL1,nep-2,6
MMEL1,nep-24,9
MMEL1,nep-3,9
MMEL1,nep-6,9
MMEL1,nep-8,9
MMGT1,emc-5,17
MMP14,zmp-2,18
MMP16,Y50D7A.13,9
MMP16,zmp-5,9
MMP17,zmp-1,9
MMP24,zmp-3,9
MMP28,zmp-4,9
MMP28,zmp-6,9
MMS19,mms-19,14
MNAT1,mnat-1,1
MNX1,ceh-12,9
MOB1A,F38H4.10,9
MOB2,F09A5.4,1
MOB3A,T12B3.4,10
MOB3B,T12B3.4,10
MOB3C,T12B3.4,10
MOB4,C30A5.3,11
MOCOS,mocs-1,20
MOCS1,F49E2.1,9
MOCS1,F49H6.5,9
MOCS2,T27A3.6,9
MOCS3,moc-3,11
MOGAT1,K07B1.4,18
MOGAT2,dgat-2,20
MOGAT2,dgtr-1,9
MOGAT2,Y53G8B.2,16
MOGS,mogs-1,13
MON1A,sand-1,9
MON1B,sand-1,9
MON2,mon-2,1
MORC1,morc-1,14
MORC2,morc-1,14
MORF4L1,mrg-1,17
MORF4L2,mrg-1,17
MOSPD1,C34D10.1,5
MOSPD2,hpo-28,7
MOXD1,tbh-1,9
MOXD2P,tbh-1,9
MPC1,R07E5.13,9
MPC1L,R07E5.13,9
MPC2,F53F10.3,6
MPDU1,F38E1.9,13
MPDZ,mpz-1,1
MPHOSPH10,Y75B8A.7,1
MPHOSPH8,cec-3,17
MPI,C05C8.7,12
MPI,ZK632.4,13
MPP1,lin-2,6
MPP5,magu-2,2
MPP6,magu-3,4
MPP7,magu-1,9
MPPE1,B0511.13,17
MPPED1,K07C11.7,4
MPPED1,T07D4.2,9
MPPED2,C25E10.12,12
MPPED2,T07D4.2,9
MPRIP,F10G8.8,1
MPST,mpst-1,17
MPV17,T18D3.9,9
MPV17L2,ZK470.1,9
MRAS,ras-2,9
MRC1,clec-11,9
MRC1,clec-148,9
MRC1,clec-161,9
MRC1,clec-17,20
MRC1,clec-18,9
MRC1,clec-224,9
MRC1,clec-24,9
MRC1,clec-25,9
MRC1,clec-26,9
MRC1,clec-28,9
MRC1,clec-31,9
MRC1,clec-32,9
MRC1,clec-33,9
MRC1,clec-35,9
MRC1,clec-36,9
MRC1,clec-37,9
MRC1,clec-38,9
MRC1,clec-39,9
MRC1,clec-40,9
MRC1,clec-42,20
MRC1,clec-43,9
MRC1,clec-51,20
MRC1,clec-52,9
MRC1,clec-53,9
MRC1,clec-89,9
MRC2,clec-140,9
MRC2,clec-149,9
MRC2,clec-187,9
MRC2,clec-204,9
MRC2,clec-205,9
MRC2,clec-21,9
MRC2,clec-22,9
MRC2,clec-27,9
MRC2,clec-29,9
MRC2,clec-34,9
MRC2,clec-44,9
MRC2,clec-48,9
MRC2,clec-49,20
MRC2,clec-50,20
MRC2,F52E1.2,9
MRE11,mre-11,17
MRI1,C01G10.9,9
MRM1,Y45F3A.9,9
MRM2,F45G2.9,9
MROH1,hpo-27,1
MROH2A,hpo-27,1
MROH2B,hpo-27,1
MROH5,hpo-27,1
MROH6,hpo-27,1
MRPL1,mrpl-1,19
MRPL11,mrpl-11,17
MRPL12,mrpl-12,17
MRPL13,mrpl-13,8
MRPL15,mrpl-15,19
MRPL16,mrpl-16,17
MRPL17,mrpl-17,9
MRPL18,mrpl-18,9
MRPL19,mrpl-19,17
MRPL2,mrpl-2,9
MRPL21,mrpl-21,11
MRPL22,mrpl-22,17
MRPL23,mrpl-23,9
MRPL24,mrpl-24,17
MRPL28,mrpl-28,17
MRPL3,mrps-18C,19
MRPL32,mrpl-32,11
MRPL35,mrpl-35,9
MRPL37,mrpl-37,1
MRPL38,mrpl-38,10
MRPL39,mrpl-39,9
MRPL4,mrpl-4,11
MRPL40,mrpl-40,11
MRPL43,mrpl-34,11
MRPL45,mrpl-45,17
MRPL46,mrpl-46,11
MRPL47,mrpl-47,17
MRPL48,CD4.3,8
MRPL49,mrpl-49,11
MRPL51,mrpl-51,9
MRPL53,mrpl-53,9
MRPL54,mrpl-54,9
MRPL55,mrpl-55,9
MRPL58,R02F2.9,9
MRPL9,mrpl-9,13
MRPS10,mrps-10,9
MRPS11,mrps-11,10
MRPS12,mrps-12,11
MRPS14,mrps-14,14
MRPS16,mrps-16,9
MRPS17,mrps-17,9
MRPS18A,mrps-18A,19
MRPS18B,mrps-18B,17
MRPS18C,T14B4.2,9
MRPS2,mrps-2,11
MRPS21,mrps-21,9
MRPS22,mrps-22,13
MRPS23,mrps-23,9
MRPS24,mrps-24,9
MRPS25,mrps-25,9
MRPS28,mrps-28,9
MRPS30,mrps-30,1
MRPS31,mrps-31,11
MRPS33,mrps-33,9
MRPS34,mrps-34,19
MRPS35,mrps-35,11
MRPS5,mrps-5,1
MRPS6,mrps-6,20
MRPS7,mrps-7,15
MRPS9,mrps-9,17
MRRF,mrrf-1,9
MRTO4,F10E7.5,19
MSC,hlh-10,9
MSH2,msh-2,17
MSH4,him-14,9
MSH5,msh-5,11
MSH6,msh-6,17
MSI1,msi-1,1
MSI2,msi-1,1
MSN,erm-1,1
MSRA,msra-1,4
MSRB2,F44E2.6,15
MST1R,F11E6.8,16
MSTN,daf-7,5
MSX1,vab-15,9
MSX2,vab-15,9
MT-ATP6,atp-6,1
MT-CO1,ctc-1,1
MTCO2P12,ctc-2,1
MT-CO3,ctc-3,1
MT-CYB,ctb-1,1
MT-ND1,nduo-1,1
MT-ND4,nduo-4,1
MT-ND5,nduo-5,1
MTA1,lin-40,1
MTA2,lin-40,1
MTA3,lin-40,1
MTAP,B0228.7,4
MTCH1,mtch-1,1
MTCH2,F43E2.11,9
MTCH2,mtch-1,1
MTCL1,tag-241,4
MTERF3,C50F4.12,17
MTERF4,K11D2.5,9
MTFP1,mtp-18,9
MTG1,Y67D2.4,9
MTG2,M01E5.2,11
MTHFD1,dao-3,12
MTHFD1,K07E3.4,12
MTHFD1L,K07E3.4,12
MTHFR,mthf-1,1
MTHFS,Y106G6E.4,9
MTIF2,F46B6.6,1
MTM1,mtm-1,14
MTMR1,mtm-1,14
MTMR10,Y48G1C.10,1
MTMR2,mtm-1,14
MTMR3,mtm-3,1
MTMR6,mtm-6,4
MTMR9,mtm-9,17
MTNR1A,F59D12.1,7
MTO1,mtcu-2,19
MTOR,let-363,1
MTPAP,usip-1,14
MTPN,C43H6.3,6
MTR,metr-1,17
MTREX,mtr-4,13
MTRF1,W03F8.3,17
MTRF1L,W03F8.3,17
MTRR,mtrr-1,13
MTSS2,M04F3.5,1
MTX1,mtx-1,15
MTX2,mtx-2,14
MTX3,mtx-1,15
MUC1,Y46B2A.3,9
MUC17,ZC178.2,9
MUC19,ZK84.1,12
MUC3A,R09H10.5,9
MUC6,F53C11.9,9
MUS81,mus-81,17
MMUT,mmcm-1,1
MVB12A,mvb-12,11
MVB12B,mvb-12,11
MVD,Y48B6A.13,11
MVK,mvk-1,1
MXD1,mdl-1,1
MXD3,mdl-1,1
MXD4,mdl-1,1
MXI1,mdl-1,1
MYBPC1,unc-22,10
MYBPC2,unc-22,10
MYBPC3,unc-22,10
MYCBP2,F07B7.12,9
MYCBP2,rpm-1,3
MYEF2,C25A1.4,10
MYF5,hlh-1,9
MYF6,hlh-1,9
MYH10,nmy-1,1
MYH10,nmy-2,1
MYH14,nmy-1,1
MYH6,myo-1,9
MYH6,myo-2,14
MYH6,unc-15,1
MYH6,unc-54,1
MYH7,myo-3,4
MYH7,myo-5,20
MYH7,myo-6,7
MYL1,mlc-5,14
MYL1,mlc-6,9
MYL12A,mlc-4,1
MYL12B,mlc-4,1
MYL6,mlc-3,2
MYL6,mlc-5,14
MYL6B,mlc-5,14
MYL6B,mlc-7,9
MYLK2,ZC373.4,6
MYLK3,ZC373.4,6
MYLK4,ZC373.4,6
MYLPF,mlc-1,4
MYLPF,mlc-2,2
MYNN,ZK686.5,9
MYO15A,hum-4,18
MYO16,hum-10,8
MYO1D,hum-5,1
MYO1E,hum-1,1
MYO1F,hum-1,1
MYO1G,hum-5,1
MYO5A,hum-2,1
MYO5B,hum-2,1
MYO5C,hum-2,1
MYO6,hum-8,20
MYO6,spe-15,7
MYO7A,hum-6,16
MYO7B,hum-6,16
MYO9A,2RSSE.1,3
MYO9A,rga-4,19
MYO9B,hum-7,9
MYOC,cof-2,9
MYOD1,hlh-1,9
MYOG,hlh-1,9
MYOM1,unc-22,10
MYOM2,unc-22,10
MYOM3,unc-22,10
MYRF,myrf-1,1
MYRF,myrf-2,1
MYRFL,myrf-1,1
MYT1,ztf-11,6
MYT1L,ztf-11,6
N4BP1,C30F12.1,6
N6AMT1,mtq-2,9
NAA10,daf-31,11
NAA15,hpo-29,1
NAA16,hpo-29,1
NAA20,Y97E10AL.3,9
NAA25,cra-1,1
NAA30,natc-2,8
NAA35,natc-1,1
NAA40,Y38A10A.7,9
NAA50,F40F4.7,8
NAA50,F54E7.9,9
NAA60,F30F8.10,17
NAA80,C56G2.15,11
NAAA,Y55D5A.3,9
NAALAD2,gcp-2.1,20
NAALAD2,gcp-2.2,9
NAALADL1,gcp-2.1,20
NAALADL2,gcp-2.1,20
NAB1,mab-10,11
NAB2,mab-10,11
NABP1,C06G3.8,9
NABP2,C06G3.8,9
NACA,icd-2,1
NACA2,icd-2,1
NACA4P,icd-2,1
NACAD,icd-2,1
NADK2,Y17G7B.10,14
NADK2,Y77E11A.2,8
NADSYN1,qns-1,19
NAE1,ula-1,17
NAF1,F25H8.2,11
NAGA,gana-1,9
NAGK,W06B4.1,9
NAGK,W06B4.2,17
NAGLU,K09E4.4,9
NALCN,F17C8.6,9
NALCN,nca-2,7
NALCN,unc-77,6
NAP1L1,nap-1,1
NAP1L2,nap-1,1
NAP1L3,nap-1,1
NAP1L4,nap-1,1
NAP1L6P,nap-1,1
NAPA,snap-1,1
NAPB,snap-1,1
NAPEPLD,nape-1,8
NAPEPLD,nape-2,8
NAPG,Y59A8B.8,9
NAPRT,nprt-1,14
NARF,oxy-4,14
NARS1,nars-1,1
NARS2,nars-2,17
NASP,nasp-1,17
NASP,nasp-2,17
NAT10,nath-10,13
NAT9,Y67D2.5,9
NATD1,ZK1098.11,9
NAV1,unc-53,1
NAV2,unc-53,1
NAV3,unc-53,1
NAXD,R107.2,1
NAXE,Y18D10A.3,9
NBAS,smgl-1,1
NBEA,sel-2,1
NBEAP1,sel-2,1
NCAN,clec-181,9
NCAN,clec-209,9
NCAN,clec-85,20
NCAN,clec-98,9
NCAPD2,dpy-28,1
NCAPD3,hcp-6,17
NCAPG2,capg-2,17
NCAPH2,kle-2,17
NCBP1,ncbp-1,10
NCBP2,ncbp-2,14
NCBP2L,ncbp-2,14
NCEH1,nceh-1,20
NCK1,nck-1,1
NCK2,nck-1,1
NCKAP1,gex-3,10
NCKAP1L,gex-3,10
NCLN,nra-2,1
NCOA7,lmd-3,1
NCOR1,gei-8,1
NCS1,ncs-1,7
NCS1,ncs-3,7
NCSTN,aph-2,10
NDC1,npp-22,14
NDC80,ndc-80,17
NDNF,ndnf-1,9
NDOR1,fre-1,13
NDRG1,Y48G10A.3,3
NDRG1,ZK1073.1,4
NDRG2,Y48G10A.3,3
NDRG3,Y48G10A.3,3
NDRG4,Y48G10A.3,3
NDST1,hst-1,14
NDST2,hst-1,14
NDST3,hst-1,14
NDST4,hst-1,14
NDUFA10,nuo-4,1
NDUFA12,Y94H6A.8,1
NDUFA13,C34B2.8,1
NDUFA2,Y63D3A.7,9
NDUFA5,C33A12.1,1
NDUFA6,nuo-3,1
NDUFA8,Y54F10AM.5,1
NDUFA9,Y53G8AL.2,1
NDUFAB1,F37C12.3,19
NDUFAB1,Y56A3A.19,15
NDUFAF1,nuaf-1,17
NDUFAF3,nuaf-3,11
NDUFAF5,K09E4.3,17
NDUFAF6,B0334.5,19
NDUFAF7,ZK1128.1,11
NDUFB10,F59C6.5,1
NDUFB5,C25H3.9,1
NDUFB7,D2030.4,1
NDUFB8,Y51H1A.3,1
NDUFB9,C16A3.5,1
NDUFS1,nuo-5,1
NDUFS2,gas-1,1
NDUFS2,nduf-2.2,9
NDUFS3,nuo-2,1
NDUFS4,lpd-5,1
NDUFS6,nduf-6,10
NDUFS7,nduf-7,1
NDUFS8,T20H4.5,13
NDUFV1,nuo-1,1
NDUFV2,F53F4.10,1
NECAP1,Y110A2AR.3,1
NECAP2,Y110A2AR.3,1
NECTIN3,him-4,2
NECTIN4,him-4,2
NEDD4,Y92H12A.2,1
NEDD4L,Y92H12A.2,1
NEDD8,ned-8,2
NEFL,ifd-1,20
NEFL,ifd-2,20
NEK10,nekl-4,5
NEK5,B0198.3,2
NEK6,nekl-3,5
NEK7,nekl-3,5
NEK8,nekl-1,5
NEK8,nekl-2,18
NEK8,zyg-1,17
NELL1,F19C6.3,7
NEMF,Y82E9BR.18,13
NEMP1,F10C5.2,17
NEO1,unc-40,1
NETO2,neto-1,9
NEURL1,F10D7.5,19
NEURL1B,F10D7.5,19
NEURL3,F10D7.5,19
NEUROD1,cnd-1,9
NEUROG1,ngn-1,9
NEUROG3,ngn-1,9
NF2,nfm-1,19
NFE2L1,sknr-1,9
NFE2L3,skn-1,1
NFIA,nfi-1,10
NFIB,nfi-1,10
NFIC,nfi-1,10
NFIL3,atf-2,9
NFIX,nfi-1,10
NFKBIA,nfki-1,1
NFS1,B0205.6,14
NFU1,lpd-8,12
NFX1,nfx-1,1
NFYA,nfya-1,5
NFYA,nfya-2,9
NFYB,nfyb-1,14
NFYC,nfyc-1,9
NGDN,lpd-2,17
NGEF,ephx-1,6
NGLY1,png-1,14
NHLH1,hlh-15,9
NHLH2,hlh-15,9
NHP2,Y48A6B.3,14
NID1,nid-1,9
NIFK,T04A8.6,13
NIM1K,F49C5.4,5
NIM1K,K02E10.7,7
NINL,T04F8.6,1
NIP7,C43E11.9,17
NIPA1,nipa-1,10
NIPA2,nipa-1,10
NIPAL1,nipa-1,10
NIPAL4,nipa-1,10
NIPBL,pqn-85,1
NIPSNAP1,K02D10.1,1
NIPSNAP2,K02D10.1,1
NISCH,F13E9.1,1
NIT1,nft-1,17
NIT1,nit-1,18
NIT2,nft-1,17
NKAP,let-504,1
NKAPL,let-504,1
NKIRAS1,F52A8.6,8
NKIRAS2,F52A8.6,8
NKX1-1,ceh-1,9
NKX1-2,ceh-1,9
NKX2-1,ceh-24,9
NKX2-2,ceh-22,9
NKX2-3,ceh-28,9
NKX2-4,ceh-24,9
NKX2-6,ceh-27,9
NKX2-6,ceh-28,9
NKX6-1,cog-1,9
NKX6-2,ceh-23,5
NKX6-2,cog-1,9
NKX6-3,cog-1,9
NLE1,W07E6.2,17
NLGN1,nlg-1,7
NLGN2,nlg-1,7
NLGN3,nlg-1,7
NLGN4X,C23H4.4,9
NLGN4X,F07C4.12,9
NLGN4X,F15A8.6,4
NLGN4X,glit-1,17
NLGN4X,nlg-1,7
NLGN4X,R173.3,9
NLGN4Y,nlg-1,7
NLK,lit-1,1
NMD3,T25G3.3,19
NME1,ndk-1,1
NME2,ndk-1,1
NME2P1,ndk-1,1
NME3,ndk-1,1
NME4,ndk-1,1
NME5,R05G6.5,9
NME6,Y48G8AL.15,9
NMNAT1,nmat-2,9
NMNAT3,nmat-1,20
NMNAT3,nmat-2,9
NMT1,nmt-1,13
NMT2,nmt-1,13
NMUR2,frpr-11,9
NMUR2,frpr-3,9
NMUR2,frpr-6,9
NMUR2,nmur-1,9
NMUR2,nmur-2,9
NMUR2,nmur-3,9
NNMT,anmt-1,9
NNMT,anmt-3,9
NNT,nnt-1,9
NOA1,Y48E1B.2,10
NOB1,Y54E10BR.4,13
NOC2L,pro-2,10
NOC3L,C37H5.5,10
NOC4L,T20B12.3,12
NODAL,dbl-1,6
NOL10,nol-10,19
NOL6,nol-6,13
NOL8,K07F5.14,13
NOL9,nol-9,11
NOLC1,dao-5,1
NOM1,Y52B11A.10,13
NOMO1,nra-4,1
NOMO2,nra-4,1
NOMO3,nra-4,1
NONO,nono-1,1
NOP10,nola-3,9
NOP14,Y48G1A.4,13
NOP16,ZK265.6,17
NOP53,Y39B6A.33,1
NOP56,K07C5.4,1
NOP9,ZK792.5,1
NOS1AP,dyc-1,7
NOSIP,R05G6.4,9
NOSTRIN,C36E8.4,2
NOTCH1,C40H5.2,5
NOTCH1,egas-2,9
NOTCH1,egas-3,9
NOTCH2,clec-78,8
NOTCH2,F55H12.3,20
NOTCH2,glp-1,11
NOTCH2,lin-12,12
NOTCH2,mec-9,9
NOTCH2,Y38C1AA.9,9
NOTCH3,arg-1,9
NOTCH3,egas-1,5
NOTCH3,egas-4,5
NOTCH3,R05G6.9,9
NOTCH4,lin-12,12
NOTCH4,spe-9,9
NOVA1,Y59A8B.10,1
NOVA2,Y59A8B.10,1
NPAS1,hlh-34,9
NPAS3,hlh-34,9
NPAS4,cky-1,8
NPC1,ncr-1,3
NPC1,ncr-2,9
NPC1,ptr-12,12
NPC1,ptr-13,18
NPC1,ptr-22,18
NPC1,ptr-3,18
NPC1,ptr-8,9
NPC1L1,ncr-1,3
NPDC1,cab-1,1
NPEPL1,lap-1,1
NPEPL1,lap-2,1
NPEPPS,pam-1,1
NPFFR2,npr-2,7
NPFFR2,npr-21,6
NPFFR2,npr-35,9
NPFFR2,npr-4,7
NPFFR2,npr-7,7
NPHP1,nphp-1,5
NPHP4,nphp-4,8
NPHS1,syg-2,7
NPHS2,sto-2,7
NPLOC4,npl-4.1,15
NPLOC4,npl-4.2,9
NPR1,gcy-1,5
NPR1,gcy-11,5
NPR1,gcy-12,1
NPR1,gcy-13,8
NPR1,gcy-14,5
NPR1,gcy-15,5
NPR1,gcy-2,9
NPR1,gcy-20,5
NPR1,gcy-21,5
NPR1,gcy-22,5
NPR1,gcy-23,5
NPR1,gcy-25,9
NPR1,gcy-28,1
NPR1,gcy-3,5
NPR1,gcy-4,5
NPR1,gcy-5,5
NPR1,gcy-6,5
NPR1,gcy-7,5
NPR1,gcy-9,5
NPR1,odr-1,5
NPR2,daf-11,5
NPR2,gcy-17,5
NPR2,gcy-18,5
NPR2,gcy-19,5
NPR2,gcy-28,1
NPR2,gcy-29,9
NPR2,gcy-8,5
NPRL2,nprl-2,11
NPRL3,nprl-3,17
NPY1R,npr-12,7
NPY1R,npr-13,9
NPY1R,npr-5,7
NPY2R,npr-10,9
NPY2R,npr-11,5
NPY2R,npr-3,7
NPY2R,npr-6,7
NPY2R,npr-8,9
NR1D1,nhr-30,5
NR1D1,nhr-85,16
NR1D2,nhr-156,9
NR1D2,nhr-85,16
NR1H2,nhr-212,20
NR1H2,nhr-237,8
NR1H3,nhr-136,16
NR1H3,nhr-137,20
NR1H3,nhr-167,5
NR1H3,nhr-204,16
NR1H3,nhr-206,9
NR1H3,nhr-207,9
NR1H3,nhr-208,9
NR1H4,nhr-124,5
NR1H4,nhr-157,5
NR1H4,nhr-27,16
NR1H4,nhr-65,8
NR1I2,nhr-116,9
NR1I2,nhr-141,9
NR1I2,nhr-168,9
NR1I2,nhr-221,9
NR1I2,nhr-48,1
NR2C1,nhr-123,9
NR2C1,nhr-178,8
NR2C1,nhr-98,8
NR2C2,nhr-107,8
NR2C2,nhr-138,1
NR2C2,nhr-18,9
NR2C2,nhr-197,9
NR2C2,nhr-202,8
NR2C2,nhr-230,5
NR2C2,nhr-271,9
NR2C2,nhr-275,9
NR2C2,nhr-281,9
NR2C2,nhr-34,1
NR2C2,nhr-41,3
NR2C2,nhr-46,1
NR2C2,nhr-55,8
NR2C2,nhr-59,9
NR2C2,nhr-71,4
NR2C2,odr-7,9
NR2E1,nhr-122,9
NR2E1,nhr-142,8
NR2E1,nhr-239,9
NR2E1,nhr-67,9
NR2E1,nhr-84,8
NR2E3,fax-1,9
NR2E3,nhr-111,9
NR2E3,nhr-177,5
NR2E3,nhr-179,8
NR2E3,nhr-37,5
NR2E3,nhr-43,18
NR2E3,nhr-50,8
NR2E3,nhr-76,9
NR2F1,nhr-127,9
NR2F1,nhr-242,9
NR2F1,nhr-265,9
NR2F1,unc-55,9
NR2F2,nhr-140,5
NR2F2,nhr-251,9
NR2F6,nhr-234,9
NR3C1,nhr-257,9
NR3C1,nhr-261,9
NR3C1,nhr-57,5
NR3C1,nhr-81,9
NR3C1,nhr-82,9
NR3C1,nhr-93,9
NR4A1,nhr-13,20
NR4A1,nhr-277,5
NR4A1,nhr-6,7
NR4A2,nhr-6,7
NR4A3,nhr-6,7
NR5A1,nhr-25,12
NR5A1,nhr-54,8
NR5A2,nhr-170,20
NR5A2,nhr-231,9
NR5A2,nhr-25,12
NR5A2,nhr-38,5
NR6A1,nhr-248,9
NRAS,let-60,1
NRBP1,hpo-11,1
NRBP2,hpo-11,1
NRCAM,sax-7,1
NRDE2,nrde-2,1
NRIP3,C01G5.6,14
NRL,maf-1,7
NRXN1,nrx-1,7
NRXN2,nrx-1,7
NRXN3,nrx-1,7
NSA2,W09C5.1,1
NSD2,athp-1,17
NSD3,mes-4,17
NSDHL,C32D5.12,9
NSDHL,F13D11.4,12
NSF,nsf-1,1
NSFL1C,ubxn-2,10
NSMCE4A,H21P03.2,11
NSRP1,ccdc-55,1
NSUN2,Y48G8AL.5,1
NSUN3,nsun-4,17
NSUN4,nsun-4,17
NSUN5,nsun-5,17
NSUN5P1,nsun-5,17
NSUN5P2,nsun-5,17
NT5C2,Y71H10B.1,1
NT5C3A,F25B5.3,1
NT5C3A,Y10G11A.1,19
NT5C3B,Y10G11A.1,19
NT5DC4,Y71H10B.1,1
NTHL1,nth-1,9
NTMT1,homt-1,17
NTN1,unc-6,2
NTN3,unc-6,2
NTN4,lam-1,1
NTNG1,unc-6,2
NTNG2,unc-6,2
NTRK2,trk-1,7
NTSR1,nmur-1,9
NUAK1,unc-82,4
NUAK2,unc-82,4
NUBP1,nubp-1,19
NUCB1,nucb-1,1
NUCB2,nucb-1,1
NUDC,nud-1,14
NUDCD1,C44E4.5,15
NUDT10,Y92H12BL.5,1
NUDT11,Y92H12BL.5,1
NUDT12,ndx-9,11
NUDT13,ndx-9,11
NUDT14,C50F4.16,19
NUDT18,ndx-1,7
NUDT19,ndx-7,17
NUDT2,ndx-4,11
NUDT21,cfim-1,9
NUDT3,Y92H12BL.5,1
NUDT4,Y92H12BL.5,1
NUDT5,ndx-2,9
NUDT7,ndx-8,9
NUDT8,ndx-3,5
NUDT9,ndx-6,14
NUMB,num-1,14
NUMBL,num-1,14
NUP107,npp-5,17
NUP133,npp-15,17
NUP155,npp-8,1
NUP205,npp-3,1
NUP210,npp-12,1
NUP210L,npp-12,1
NUP214,npp-14,10
NUP35,npp-19,11
NUP43,npp-23,11
NUP50,npp-16,17
NUP54,npp-1,17
NUP85,npp-2,19
NUP93,npp-13,10
NUP98,npp-10,10
NUP98,npp-11,17
NUTF2,ran-4,14
NVL,mac-1,1
NWD1,qui-1,7
NWD2,T05C3.2,9
NXF1,nxf-1,10
NXF1,nxf-2,9
NXN,C32D5.8,10
NXNL2,C30H6.8,11
NXNL2,C35B1.5,13
NXNL2,F17B5.1,20
NXNL2,F29B9.5,8
NXNL2,R05H5.3,17
NXNL2,T05F1.11,5
NXNL2,T20D4.7,9
NXNL2,T28A11.13,9
NXNL2,trx-3,20
NXNL2,trx-5,9
NXNL2,Y52E8A.3,9
NXT1,nxt-1,11
NXT2,nxt-1,11
OAT,C16A3.10,14
OCRL,ocrl-1,10
ODC1,F53F10.2,1
ODC1,odc-1,16
ODR4,odr-4,11
OGA,oga-1,1
OGDH,ogdh-1,1
OGDHL,ogdh-1,1
OGFOD1,C17G10.1,17
OGT,ogt-1,1
OLA1,ola-1,1
OLFM1,cof-2,9
OLFM2,cof-2,9
OLFM3,cof-2,9
OLFML2A,cof-2,9
OLFML2B,cof-2,9
OLFML2B,unc-122,8
ONECUT1,ceh-21,11
ONECUT1,ceh-38,10
ONECUT1,ceh-39,9
ONECUT1,ceh-49,9
ONECUT2,ceh-48,7
OPA1,eat-3,1
OPHN1,T04C9.1,1
OPLAH,Y38F2AR.12,20
OPRD1,npr-16,7
OPRL1,npr-29,7
OPRL1,npr-31,5
