Publication|Gene_name|Gene_ID|Pub_number
Geremek M. et al. 2011|APOO|APOO|41
Geremek M. et al. 2011|ARL3|ARL3|41
Geremek M. et al. 2011|ARMC2|ARMC2|41
Geremek M. et al. 2011|ARMC4|ARMC4|41
Geremek M. et al. 2011|ATP4B|ATP4B|41
Geremek M. et al. 2011|ATP6V0A4|ATP6V0A4|41
Geremek M. et al. 2011|ATPIF1|ATPIF1|41
Geremek M. et al. 2011|AURKC|AURKC|41
Geremek M. et al. 2011|B3GNT5|B3GNT5|41
Geremek M. et al. 2011|B9D2|B9D2|41
Geremek M. et al. 2011|BAIAP2L1|BAIAP2L1|41
Geremek M. et al. 2011|BBS4|BBS4|41
Geremek M. et al. 2011|BBS5|BBS5|41
Geremek M. et al. 2011|BEST4|BEST4|41
Geremek M. et al. 2011|BNIP3|BNIP3|41
Geremek M. et al. 2011|BPHL|BPHL|41
Geremek M. et al. 2011|BTBD3|BTBD3|41
Geremek M. et al. 2011|BTC|BTC|41
Geremek M. et al. 2011|C10orf107|C10orf107|41
Geremek M. et al. 2011|TMEM254|TMEM254|41
Geremek M. et al. 2011|ENKUR|ENKUR|41
Geremek M. et al. 2011|C10orf67|C10orf67|41
Geremek M. et al. 2011|CFAP43|CFAP43|41
Geremek M. et al. 2011|C11orf49|C11orf49|41
Geremek M. et al. 2011|C11orf52|C11orf52|41
Geremek M. et al. 2011|IFT46|IFT46|41
Geremek M. et al. 2011|C11orf63|C11orf63|41
Geremek M. et al. 2011|C11orf65|C11orf65|41
Geremek M. et al. 2011|PPP1R32|PPP1R32|41
Geremek M. et al. 2011|C11orf70|C11orf70|41
Geremek M. et al. 2011|C11orf71|C11orf71|41
Geremek M. et al. 2011|C11orf74|C11orf74|41
Geremek M. et al. 2011|C12orf60|C12orf60|41
Geremek M. et al. 2011|TEX26|TEX26|41
Geremek M. et al. 2011|FAM216B|FAM216B|41
Geremek M. et al. 2011|ABHD12B|ABHD12B|41
Geremek M. et al. 2011|BBOF1|BBOF1|41
Geremek M. et al. 2011|CFAP161|CFAP161|41
Geremek M. et al. 2011|ENKD1|ENKD1|41
Geremek M. et al. 2011|DNAAF3|DNAAF3|41
Geremek M. et al. 2011|CATSPERE|CATSPERE|41
Geremek M. et al. 2011|OSCP1|OSCP1|41
Geremek M. et al. 2011|MROH9|MROH9|41
Geremek M. et al. 2011|C1orf158|C1orf158|41
Geremek M. et al. 2011|C1orf189|C1orf189|41
Geremek M. et al. 2011|CFAP126|CFAP126|41
Geremek M. et al. 2011|C1orf87|C1orf87|41
Geremek M. et al. 2011|PIFO|PIFO|41
Geremek M. et al. 2011|LRRC71|LRRC71|41
Geremek M. et al. 2011|CFAP61|CFAP61|41
Geremek M. et al. 2011|SPEF1|SPEF1|41
Geremek M. et al. 2011|C20orf85|C20orf85|41
Geremek M. et al. 2011|LCA5L|LCA5L|41
Geremek M. et al. 2011|C21orf58|C21orf58|41
Geremek M. et al. 2011|C21orf59|C21orf59|41
Geremek M. et al. 2011|C22orf23|C22orf23|41
Geremek M. et al. 2011|DRC1|DRC1|41
Geremek M. et al. 2011|C2orf40|C2orf40|41
Geremek M. et al. 2011|CATIP|CATIP|41
Geremek M. et al. 2011|MAATS1|MAATS1|41
Geremek M. et al. 2011|C4orf22|C4orf22|41
Geremek M. et al. 2011|C6|C6|41
Geremek M. et al. 2011|LRRC73|LRRC73|41
Geremek M. et al. 2011|CFAP206|CFAP206|41
Geremek M. et al. 2011|RSPH9|RSPH9|41
Geremek M. et al. 2011|CCDC170|CCDC170|41
Geremek M. et al. 2011|ERICH5|ERICH5|41
Geremek M. et al. 2011|IDNK|IDNK|41
Geremek M. et al. 2011|C9orf116|C9orf116|41
Geremek M. et al. 2011|CFAP157|CFAP157|41
Geremek M. et al. 2011|C9orf135|C9orf135|41
Geremek M. et al. 2011|C9orf24|C9orf24|41
Geremek M. et al. 2011|FAM206A|FAM206A|41
Geremek M. et al. 2011|C9orf72|C9orf72|41
Geremek M. et al. 2011|AK8|AK8|41
Geremek M. et al. 2011|CACNG6|CACNG6|41
Geremek M. et al. 2011|CALML4|CALML4|41
Geremek M. et al. 2011|CAPS|CAPS|41
Geremek M. et al. 2011|CAPSL|CAPSL|41
Geremek M. et al. 2011|CASC1|CASC1|41
Geremek M. et al. 2011|CCDC102A|CCDC102A|41
Geremek M. et al. 2011|CCDC103|CCDC103|41
Geremek M. et al. 2011|CFAP36|CFAP36|41
Geremek M. et al. 2011|CFAP53|CFAP53|41
Geremek M. et al. 2011|CCDC114|CCDC114|41
Geremek M. et al. 2011|DRC7|DRC7|41
Geremek M. et al. 2011|CCDC146|CCDC146|41
Geremek M. et al. 2011|CFAP58|CFAP58|41
Geremek M. et al. 2011|CCDC17|CCDC17|41
Geremek M. et al. 2011|CCDC33|CCDC33|41
Geremek M. et al. 2011|CFAP100|CFAP100|41
Geremek M. et al. 2011|CEP83|CEP83|41
Geremek M. et al. 2011|CCDC60|CCDC60|41
Geremek M. et al. 2011|CCDC65|CCDC65|41
Geremek M. et al. 2011|CCDC74B|CCDC74B|41
Geremek M. et al. 2011|CCDC78|CCDC78|41
Geremek M. et al. 2011|CCDC81|CCDC81|41
Geremek M. et al. 2011|CCDC89|CCDC89|41
Geremek M. et al. 2011|CDK20|CDK20|41
Geremek M. et al. 2011|CCT6B|CCT6B|41
Geremek M. et al. 2011|CETN2|CETN2|41
Geremek M. et al. 2011|CHGA|CHGA|41
Geremek M. et al. 2011|CLDN16|CLDN16|41
Geremek M. et al. 2011|CLGN|CLGN|41
Geremek M. et al. 2011|CNTD1|CNTD1|41
Geremek M. et al. 2011|CORT|CORT|41
Geremek M. et al. 2011|CSPP1|CSPP1|41
Geremek M. et al. 2011|CSTF3|CSTF3|41
Geremek M. et al. 2011|CTXN1|CTXN1|41
Geremek M. et al. 2011|PIH1D3|PIH1D3|41
Geremek M. et al. 2011|CXorf57|CXorf57|41
Geremek M. et al. 2011|CYB561|CYB561|41
Geremek M. et al. 2011|CYB5D1|CYB5D1|41
Geremek M. et al. 2011|CYB5D2|CYB5D2|41
Geremek M. et al. 2011|CYP4B1|CYP4B1|41
Geremek M. et al. 2011|DCDC2B|DCDC2B|41
Geremek M. et al. 2011|DEFB124|DEFB124|41
Geremek M. et al. 2011|DHX40|DHX40|41
Geremek M. et al. 2011|DIO1|DIO1|41
Geremek M. et al. 2011|DIXDC1|DIXDC1|41
Geremek M. et al. 2011|DNAH2|DNAH2|41
Geremek M. et al. 2011|DNAH3|DNAH3|41
Geremek M. et al. 2011|DNAH7|DNAH7|41
Geremek M. et al. 2011|DNAH9|DNAH9|41
Geremek M. et al. 2011|DNAI1|DNAI1|41
Geremek M. et al. 2011|DNAI2|DNAI2|41
Geremek M. et al. 2011|DNAL4|DNAL4|41
Geremek M. et al. 2011|DNALI1|DNALI1|41
Geremek M. et al. 2011|DPY30|DPY30|41
Geremek M. et al. 2011|DUSP14|DUSP14|41
Geremek M. et al. 2011|DYDC1|DYDC1|41
Geremek M. et al. 2011|DYDC2|DYDC2|41
Geremek M. et al. 2011|DYNC2LI1|DYNC2LI1|41
Geremek M. et al. 2011|DYNLL1|DYNLL1|41
Geremek M. et al. 2011|DYNLRB2|DYNLRB2|41
Geremek M. et al. 2011|DYRK3|DYRK3|41
Geremek M. et al. 2011|DZIP3|DZIP3|41
Geremek M. et al. 2011|EFCAB1|EFCAB1|41
Geremek M. et al. 2011|EFCAB6|EFCAB6|41
Geremek M. et al. 2011|EFHB|EFHB|41
Geremek M. et al. 2011|EFHC1|EFHC1|41
Geremek M. et al. 2011|EFHC2|EFHC2|41
Geremek M. et al. 2011|ELL3|ELL3|41
Geremek M. et al. 2011|EML1|EML1|41
Geremek M. et al. 2011|ENPP5|ENPP5|41
Geremek M. et al. 2011|EXTL2|EXTL2|41
Geremek M. et al. 2011|FABP6|FABP6|41
Geremek M. et al. 2011|FAM131A|FAM131A|41
Geremek M. et al. 2011|RETREG1|RETREG1|41
Geremek M. et al. 2011|SAXO2|SAXO2|41
Geremek M. et al. 2011|FAM81A|FAM81A|41
Geremek M. et al. 2011|FBLN5|FBLN5|41
Geremek M. et al. 2011|FBXL2|FBXL2|41
Geremek M. et al. 2011|FBXO15|FBXO15|41
Geremek M. et al. 2011|FCGBP|FCGBP|41
Geremek M. et al. 2011|FILIP1|FILIP1|41
Geremek M. et al. 2011|FKTN|FKTN|41
Geremek M. et al. 2011|FMO3|FMO3|41
Geremek M. et al. 2011|FOXA2|FOXA2|41
Geremek M. et al. 2011|FSIP1|FSIP1|41
Geremek M. et al. 2011|GADD45G|GADD45G|41
Geremek M. et al. 2011|GLB1L|GLB1L|41
Geremek M. et al. 2011|GLRB|GLRB|41
Geremek M. et al. 2011|GMPPB|GMPPB|41
Geremek M. et al. 2011|GPR162|GPR162|41
Geremek M. et al. 2011|GRP|GRP|41
Geremek M. et al. 2011|GSTA1|GSTA1|41
Geremek M. et al. 2011|GSTA3|GSTA3|41
Geremek M. et al. 2011|HAGHL|HAGHL|41
Geremek M. et al. 2011|HIST2H2AA3|HIST2H2AA3|41
Geremek M. et al. 2011|IDI1|IDI1|41
Geremek M. et al. 2011|IFT140|IFT140|41
Geremek M. et al. 2011|IFT172|IFT172|41
Geremek M. et al. 2011|IFT57|IFT57|41
Geremek M. et al. 2011|IFT74|IFT74|41
Geremek M. et al. 2011|IGFBP7|IGFBP7|41
Geremek M. et al. 2011|IL20RA|IL20RA|41
Geremek M. et al. 2011|IL5RA|IL5RA|41
Geremek M. et al. 2011|IL7|IL7|41
Geremek M. et al. 2011|ING1|ING1|41
Geremek M. et al. 2011|INTU|INTU|41
Geremek M. et al. 2011|IPO11|IPO11|41
Geremek M. et al. 2011|IQCD|IQCD|41
Geremek M. et al. 2011|IQCG|IQCG|41
Geremek M. et al. 2011|IQCH|IQCH|41
Geremek M. et al. 2011|IQUB|IQUB|41
Geremek M. et al. 2011|IRX3|IRX3|41
Geremek M. et al. 2011|KATNAL2|KATNAL2|41
Geremek M. et al. 2011|KBTBD4|KBTBD4|41
Geremek M. et al. 2011|KCNE1|KCNE1|41
Geremek M. et al. 2011|KCNH3|KCNH3|41
Geremek M. et al. 2011|KCNRG|KCNRG|41
Geremek M. et al. 2011|KCTD12|KCTD12|41
Geremek M. et al. 2011|PRUNE2|PRUNE2|41
Geremek M. et al. 2011|KIF6|KIF6|41
Geremek M. et al. 2011|KIFAP3|KIFAP3|41
Geremek M. et al. 2011|KLHDC9|KLHDC9|41
Geremek M. et al. 2011|KLHL13|KLHL13|41
Geremek M. et al. 2011|KTN1|KTN1|41
Geremek M. et al. 2011|LCP2|LCP2|41
Geremek M. et al. 2011|LDLRAD1|LDLRAD1|41
Geremek M. et al. 2011|LRGUK|LRGUK|41
Geremek M. et al. 2011|LRRC18|LRRC18|41
Geremek M. et al. 2011|LRRC23|LRRC23|41
Geremek M. et al. 2011|LRRC34|LRRC34|41
Geremek M. et al. 2011|LRRC43|LRRC43|41
Geremek M. et al. 2011|LRRC46|LRRC46|41
Geremek M. et al. 2011|DRC3|DRC3|41
Geremek M. et al. 2011|LRRC49|LRRC49|41
Geremek M. et al. 2011|DNAAF1|DNAAF1|41
Geremek M. et al. 2011|LRTOMT|LRTOMT|41
Geremek M. et al. 2011|LRWD1|LRWD1|41
Geremek M. et al. 2011|LY6H|LY6H|41
Geremek M. et al. 2011|LZTFL1|LZTFL1|41
Geremek M. et al. 2011|MAK|MAK|41
Geremek M. et al. 2011|MAP6|MAP6|41
Geremek M. et al. 2011|MAPK10|MAPK10|41
Geremek M. et al. 2011|MAPRE3|MAPRE3|41
Geremek M. et al. 2011|MCM8|MCM8|41
Geremek M. et al. 2011|MDH1B|MDH1B|41
Geremek M. et al. 2011|MEIG1|MEIG1|41
Geremek M. et al. 2011|METTL7A|METTL7A|41
Geremek M. et al. 2011|MKS1|MKS1|41
Geremek M. et al. 2011|MKX|MKX|41
Geremek M. et al. 2011|MLF1|MLF1|41
Geremek M. et al. 2011|MNS1|MNS1|41
Geremek M. et al. 2011|MORN2|MORN2|41
Geremek M. et al. 2011|MORN3|MORN3|41
Geremek M. et al. 2011|MOSPD1|MOSPD1|41
Geremek M. et al. 2011|MPDZ|MPDZ|41
Geremek M. et al. 2011|MRPS31|MRPS31|41
Geremek M. et al. 2011|MSH3|MSH3|41
Geremek M. et al. 2011|MSMB|MSMB|41
Geremek M. et al. 2011|MTMR2|MTMR2|41
Geremek M. et al. 2011|NCALD|NCALD|41
Geremek M. et al. 2011|NEK11|NEK11|41
Geremek M. et al. 2011|NME5|NME5|41
Geremek M. et al. 2011|NME7|NME7|41
Geremek M. et al. 2011|NPHP1|NPHP1|41
Geremek M. et al. 2011|NPHP3|NPHP3|41
Geremek M. et al. 2011|NPHP4|NPHP4|41
Geremek M. et al. 2011|NPTX2|NPTX2|41
Geremek M. et al. 2011|NQO1|NQO1|41
Geremek M. et al. 2011|NSUN7|NSUN7|41
Geremek M. et al. 2011|NUP62CL|NUP62CL|41
Geremek M. et al. 2011|NXF2|NXF2|41
Geremek M. et al. 2011|OSBPL6|OSBPL6|41
Geremek M. et al. 2011|PACRG|PACRG|41
Geremek M. et al. 2011|PBX3|PBX3|41
Geremek M. et al. 2011|PDE6B|PDE6B|41
Geremek M. et al. 2011|PFKFB4|PFKFB4|41
Geremek M. et al. 2011|PFN2|PFN2|41
Geremek M. et al. 2011|PHTF1|PHTF1|41
Geremek M. et al. 2011|PIAS2|PIAS2|41
Geremek M. et al. 2011|PIH1D2|PIH1D2|41
Geremek M. et al. 2011|PLEKHB1|PLEKHB1|41
Geremek M. et al. 2011|PNLDC1|PNLDC1|41
Geremek M. et al. 2011|PPIL6|PPIL6|41
Geremek M. et al. 2011|PPOX|PPOX|41
Geremek M. et al. 2011|PRDX5|PRDX5|41
Geremek M. et al. 2011|PROM1|PROM1|41
Geremek M. et al. 2011|PSPH|PSPH|41
Geremek M. et al. 2011|QPCT|QPCT|41
Geremek M. et al. 2011|RAB3IP|RAB3IP|41
Geremek M. et al. 2011|RABL2A|RABL2A|41
Geremek M. et al. 2011|RABL2B|RABL2B|41
Geremek M. et al. 2011|RBKS|RBKS|41
Geremek M. et al. 2011|RBM24|RBM24|41
Geremek M. et al. 2011|RCAN3|RCAN3|41
Geremek M. et al. 2011|RFX3|RFX3|41
Geremek M. et al. 2011|RGL1|RGL1|41
Geremek M. et al. 2011|RGS22|RGS22|41
Geremek M. et al. 2011|ROPN1L|ROPN1L|41
Geremek M. et al. 2011|RPA3|RPA3|41
Geremek M. et al. 2011|RPGR|RPGR|41
Geremek M. et al. 2011|RPP38|RPP38|41
Geremek M. et al. 2011|CNOT9|CNOT9|41
Geremek M. et al. 2011|RRAD|RRAD|41
Geremek M. et al. 2011|RSPH4A|RSPH4A|41
Geremek M. et al. 2011|RSPH10B|RSPH10B|41
Geremek M. et al. 2011|RSPH14|RSPH14|41
Geremek M. et al. 2011|RUVBL1|RUVBL1|41
Geremek M. et al. 2011|RUVBL2|RUVBL2|41
Geremek M. et al. 2011|S100A13|S100A13|41
Geremek M. et al. 2011|SCG3|SCG3|41
Geremek M. et al. 2011|SCRN3|SCRN3|41
Geremek M. et al. 2011|SEC22C|SEC22C|41
Geremek M. et al. 2011|SUGP2|SUGP2|41
Geremek M. et al. 2011|SHCBP1|SHCBP1|41
Geremek M. et al. 2011|SHFM1|SHFM1|41
Geremek M. et al. 2011|SLC22A4|SLC22A4|41
Geremek M. et al. 2011|SLC25A4|SLC25A4|41
Geremek M. et al. 2011|SLC36A4|SLC36A4|41
Geremek M. et al. 2011|SLC46A3|SLC46A3|41
Geremek M. et al. 2011|SLC4A8|SLC4A8|41
Geremek M. et al. 2011|SMYD2|SMYD2|41
Geremek M. et al. 2011|SNCAIP|SNCAIP|41
Geremek M. et al. 2011|SPA17|SPA17|41
Geremek M. et al. 2011|SPAG16|SPAG16|41
Geremek M. et al. 2011|SPAG17|SPAG17|41
Geremek M. et al. 2011|SPAG6|SPAG6|41
Geremek M. et al. 2011|SPAG8|SPAG8|41
Geremek M. et al. 2011|SPATA17|SPATA17|41
Geremek M. et al. 2011|SPATA18|SPATA18|41
Geremek M. et al. 2011|SPATA4|SPATA4|41
Geremek M. et al. 2011|SPATS1|SPATS1|41
Geremek M. et al. 2011|SRI|SRI|41
Geremek M. et al. 2011|STK40|STK40|41
Geremek M. et al. 2011|STOML3|STOML3|41
Geremek M. et al. 2011|STX2|STX2|41
Geremek M. et al. 2011|SYAP1|SYAP1|41
Geremek M. et al. 2011|SYTL3|SYTL3|41
Geremek M. et al. 2011|TAF1B|TAF1B|41
Geremek M. et al. 2011|TCTEX1D1|TCTEX1D1|41
Geremek M. et al. 2011|TCTEX1D2|TCTEX1D2|41
Geremek M. et al. 2011|TCTEX1D4|TCTEX1D4|41
Geremek M. et al. 2011|TCTN1|TCTN1|41
Geremek M. et al. 2011|TEKT1|TEKT1|41
Geremek M. et al. 2011|TEKT2|TEKT2|41
Geremek M. et al. 2011|TEKT4|TEKT4|41
Geremek M. et al. 2011|TEX9|TEX9|41
Geremek M. et al. 2011|TFF3|TFF3|41
Geremek M. et al. 2011|TGM3|TGM3|41
Geremek M. et al. 2011|THNSL1|THNSL1|41
Geremek M. et al. 2011|TIMP4|TIMP4|41
Geremek M. et al. 2011|TMEM107|TMEM107|41
Geremek M. et al. 2011|TMEM116|TMEM116|41
Geremek M. et al. 2011|SARAF|SARAF|41
Geremek M. et al. 2011|TNFAIP8L1|TNFAIP8L1|41
Geremek M. et al. 2011|TPPP3|TPPP3|41
Geremek M. et al. 2011|TPST1|TPST1|41
Geremek M. et al. 2011|TRIM32|TRIM32|41
Geremek M. et al. 2011|TRIP13|TRIP13|41
Geremek M. et al. 2011|RSPH1|RSPH1|41
Geremek M. et al. 2011|TSPAN6|TSPAN6|41
Geremek M. et al. 2011|CFAP70|CFAP70|41
Geremek M. et al. 2011|TTC21A|TTC21A|41
Geremek M. et al. 2011|TTC26|TTC26|41
Geremek M. et al. 2011|TTC29|TTC29|41
Geremek M. et al. 2011|TTC30A|TTC30A|41
Geremek M. et al. 2011|TTC30B|TTC30B|41
Geremek M. et al. 2011|TUBA1A|TUBA1A|41
Geremek M. et al. 2011|TUBB4B|TUBB4B|41
Geremek M. et al. 2011|TUSC3|TUSC3|41
Geremek M. et al. 2011|UBE3D|UBE3D|41
Geremek M. et al. 2011|UFC1|UFC1|41
Geremek M. et al. 2011|VWA3B|VWA3B|41
Geremek M. et al. 2011|CFAP52|CFAP52|41
Geremek M. et al. 2011|WDR19|WDR19|41
Geremek M. et al. 2011|WDR38|WDR38|41
Geremek M. et al. 2011|WDR54|WDR54|41
Geremek M. et al. 2011|WDR60|WDR60|41
Geremek M. et al. 2011|DAW1|DAW1|41
Geremek M. et al. 2011|WDR78|WDR78|41
Geremek M. et al. 2011|WRAP53|WRAP53|41
Geremek M. et al. 2011|WRB|WRB|41
Geremek M. et al. 2011|XBP1|XBP1|41
Geremek M. et al. 2011|ZBBX|ZBBX|41
Geremek M. et al. 2011|ZCWPW1|ZCWPW1|41
Geremek M. et al. 2011|ZMYND10|ZMYND10|41
Geremek M. et al. 2011|ZMYND12|ZMYND12|41
Geremek M. et al. 2011|ZNF474|ZNF474|41
Geremek M. et al. 2014|ABCA13|ABCA13|42
Geremek M. et al. 2014|ABCA2|ABCA2|42
Geremek M. et al. 2014|ABCC6|ABCC6|42
Geremek M. et al. 2014|ASIC1|ASIC1|42
Geremek M. et al. 2014|ACSBG1|ACSBG1|42
Geremek M. et al. 2014|ADCY9|ADCY9|42
Geremek M. et al. 2014|ADHFE1|ADHFE1|42
Geremek M. et al. 2014|AGBL2|AGBL2|42
Geremek M. et al. 2014|AGPAT4|AGPAT4|42
Geremek M. et al. 2014|LPCAT1|LPCAT1|42
Geremek M. et al. 2014|AKR1C4|AKR1C4|42
Geremek M. et al. 2014|ALB|ALB|42
Geremek M. et al. 2014|ALDH3B1|ALDH3B1|42
Geremek M. et al. 2014|AMPD3|AMPD3|42
Geremek M. et al. 2014|ANKHD1-EIF4EBP3|ANKHD1-EIF4EBP3|42
Geremek M. et al. 2014|AP2B1|AP2B1|42
Geremek M. et al. 2014|AP4M1|AP4M1|42
Geremek M. et al. 2014|ARHGAP24|ARHGAP24|42
Geremek M. et al. 2014|ASL|ASL|42
Geremek M. et al. 2014|ASTN2|ASTN2|42
Geremek M. et al. 2014|ATG9B|ATG9B|42
Geremek M. et al. 2014|ATP6V0A4|ATP6V0A4|42
Geremek M. et al. 2014|ATP9A|ATP9A|42
Geremek M. et al. 2014|ATXN1|ATXN1|42
Geremek M. et al. 2014|B3GNT6|B3GNT6|42
Geremek M. et al. 2014|BAIAP3|BAIAP3|42
Geremek M. et al. 2014|BBS5|BBS5|42
Geremek M. et al. 2014|BCL9L|BCL9L|42
Geremek M. et al. 2014|BEST4|BEST4|42
Geremek M. et al. 2014|BIN3|BIN3|42
Geremek M. et al. 2014|BTBD16|BTBD16|42
Geremek M. et al. 2014|TSPOAP1|TSPOAP1|42
Geremek M. et al. 2014|C10orf67|C10orf67|42
Geremek M. et al. 2014|ENKUR|ENKUR|42
Geremek M. et al. 2014|PLEKHS1|PLEKHS1|42
Geremek M. et al. 2014|MORN4|MORN4|42
Geremek M. et al. 2014|CFAP46|CFAP46|42
Geremek M. et al. 2014|C10orf95|C10orf95|42
Geremek M. et al. 2014|C11orf16|C11orf16|42
Geremek M. et al. 2014|FAM216B|FAM216B|42
Geremek M. et al. 2014|SDR39U1|SDR39U1|42
Geremek M. et al. 2014|FAM177A1|FAM177A1|42
Geremek M. et al. 2014|EXOC3L4|EXOC3L4|42
Geremek M. et al. 2014|NPRL3|NPRL3|42
Geremek M. et al. 2014|C16orf71|C16orf71|42
Geremek M. et al. 2014|LDLRAD4|LDLRAD4|42
Geremek M. et al. 2014|IZUMO4|IZUMO4|42
Geremek M. et al. 2014|DNAAF3|DNAAF3|42
Geremek M. et al. 2014|DIEXF|DIEXF|42
Geremek M. et al. 2014|CCDC190|CCDC190|42
Geremek M. et al. 2014|C1orf158|C1orf158|42
Geremek M. et al. 2014|ERICH3|ERICH3|42
Geremek M. et al. 2014|MROH7|MROH7|42
Geremek M. et al. 2014|C1orf87|C1orf87|42
Geremek M. et al. 2014|PIFO|PIFO|42
Geremek M. et al. 2014|LRRC71|LRRC71|42
Geremek M. et al. 2014|C1QTNF5|C1QTNF5|42
Geremek M. et al. 2014|MROH8|MROH8|42
Geremek M. et al. 2014|FNDC11|FNDC11|42
Geremek M. et al. 2014|CFAP61|CFAP61|42
Geremek M. et al. 2014|C20orf96|C20orf96|42
Geremek M. et al. 2014|C21orf58|C21orf58|42
Geremek M. et al. 2014|MAP3K7CL|MAP3K7CL|42
Geremek M. et al. 2014|C2CD2L|C2CD2L|42
Geremek M. et al. 2014|C2orf40|C2orf40|42
Geremek M. et al. 2014|CATIP|CATIP|42
Geremek M. et al. 2014|M1AP|M1AP|42
Geremek M. et al. 2014|C3|C3|42
Geremek M. et al. 2014|MAATS1|MAATS1|42
Geremek M. et al. 2014|EFCAB12|EFCAB12|42
Geremek M. et al. 2014|C5AR1|C5AR1|42
Geremek M. et al. 2014|AK9|AK9|42
Geremek M. et al. 2014|FAM184A|FAM184A|42
Geremek M. et al. 2014|SLC22A23|SLC22A23|42
Geremek M. et al. 2014|MTURN|MTURN|42
Geremek M. et al. 2014|ERICH5|ERICH5|42
Geremek M. et al. 2014|CFAP157|CFAP157|42
Geremek M. et al. 2014|AAED1|AAED1|42
Geremek M. et al. 2014|SPATA6L|SPATA6L|42
Geremek M. et al. 2014|AK8|AK8|42
Geremek M. et al. 2014|CABYR|CABYR|42
Geremek M. et al. 2014|CACNG6|CACNG6|42
Geremek M. et al. 2014|CAPRIN1|CAPRIN1|42
Geremek M. et al. 2014|CAPRIN2|CAPRIN2|42
Geremek M. et al. 2014|CAPS|CAPS|42
Geremek M. et al. 2014|CASZ1|CASZ1|42
Geremek M. et al. 2014|CC2D1B|CC2D1B|42
Geremek M. et al. 2014|CCDC114|CCDC114|42
Geremek M. et al. 2014|CCDC13|CCDC13|42
Geremek M. et al. 2014|DRC7|DRC7|42
Geremek M. et al. 2014|CCDC17|CCDC17|42
Geremek M. et al. 2014|CCDC33|CCDC33|42
Geremek M. et al. 2014|CFAP100|CFAP100|42
Geremek M. et al. 2014|CCDC69|CCDC69|42
Geremek M. et al. 2014|CCDC78|CCDC78|42
Geremek M. et al. 2014|CD59|CD59|42
Geremek M. et al. 2014|ADGRE5|ADGRE5|42
Geremek M. et al. 2014|CD99L2|CD99L2|42
Geremek M. et al. 2014|CDK5RAP2|CDK5RAP2|42
Geremek M. et al. 2014|CDKL2|CDKL2|42
Geremek M. et al. 2014|CDS1|CDS1|42
Geremek M. et al. 2014|CES1|CES1|42
Geremek M. et al. 2014|CES2|CES2|42
Geremek M. et al. 2014|CFTR|CFTR|42
Geremek M. et al. 2014|CHST6|CHST6|42
Geremek M. et al. 2014|CLCN6|CLCN6|42
Geremek M. et al. 2014|CNN1|CNN1|42
Geremek M. et al. 2014|COL5A2|COL5A2|42
Geremek M. et al. 2014|COX19|COX19|42
Geremek M. et al. 2014|CROCC|CROCC|42
Geremek M. et al. 2014|CSMD1|CSMD1|42
Geremek M. et al. 2014|CSPP1|CSPP1|42
Geremek M. et al. 2014|CTAGE5|CTAGE5|42
Geremek M. et al. 2014|CTDP1|CTDP1|42
Geremek M. et al. 2014|CTF1|CTF1|42
Geremek M. et al. 2014|CTGF|CTGF|42
Geremek M. et al. 2014|CTSH|CTSH|42
Geremek M. et al. 2014|CUL7|CUL7|42
Geremek M. et al. 2014|CXorf57|CXorf57|42
Geremek M. et al. 2014|CXXC4|CXXC4|42
Geremek M. et al. 2014|CYB5D1|CYB5D1|42
Geremek M. et al. 2014|CYP2C8|CYP2C8|42
Geremek M. et al. 2014|CYP2E1|CYP2E1|42
Geremek M. et al. 2014|CYP2U1|CYP2U1|42
Geremek M. et al. 2014|CYP46A1|CYP46A1|42
Geremek M. et al. 2014|DALRD3|DALRD3|42
Geremek M. et al. 2014|DDAH1|DDAH1|42
Geremek M. et al. 2014|DHRSX|DHRSX|42
Geremek M. et al. 2014|DIAPH2|DIAPH2|42
Geremek M. et al. 2014|PAMR1|PAMR1|42
Geremek M. et al. 2014|DLEC1|DLEC1|42
Geremek M. et al. 2014|DLG2|DLG2|42
Geremek M. et al. 2014|DNAH1|DNAH1|42
Geremek M. et al. 2014|DNAH11|DNAH11|42
Geremek M. et al. 2014|DNAH12|DNAH12|42
Geremek M. et al. 2014|DNAH2|DNAH2|42
Geremek M. et al. 2014|DNAH3|DNAH3|42
Geremek M. et al. 2014|DNAH5|DNAH5|42
Geremek M. et al. 2014|DNAH7|DNAH7|42
Geremek M. et al. 2014|DNAH9|DNAH9|42
Geremek M. et al. 2014|DNAI1|DNAI1|42
Geremek M. et al. 2014|DNAI2|DNAI2|42
Geremek M. et al. 2014|DNAJB13|DNAJB13|42
Geremek M. et al. 2014|DNAL1|DNAL1|42
Geremek M. et al. 2014|DNALI1|DNALI1|42
Geremek M. et al. 2014|DNHD1|DNHD1|42
Geremek M. et al. 2014|DPY19L2|DPY19L2|42
Geremek M. et al. 2014|DUSP18|DUSP18|42
Geremek M. et al. 2014|DYNC2H1|DYNC2H1|42
Geremek M. et al. 2014|DYNC2LI1|DYNC2LI1|42
Geremek M. et al. 2014|DZIP1L|DZIP1L|42
Geremek M. et al. 2014|EFCAB6|EFCAB6|42
Geremek M. et al. 2014|EFNB3|EFNB3|42
Geremek M. et al. 2014|ELAVL1|ELAVL1|42
Geremek M. et al. 2014|ENAH|ENAH|42
Geremek M. et al. 2014|ENO2|ENO2|42
Geremek M. et al. 2014|ENPP5|ENPP5|42
